     5638.4610805046    753.103   -1.98364
     5639.0376159040    757.846    1.98821
     5639.6142102544    766.984    1.99909
     5640.1908635619    773.395    2.00752
     5640.7675758325    771.054    2.00225
     5641.3443470722    758.147    1.99120
     5641.9211772870    760.454    1.99426
     5642.4980664830    763.850    1.99459
     5643.0750146661    760.651    1.99043
     5643.6520218426    770.919    1.99875
     5644.2290880182    761.590    2.00434
     5644.8062131992    790.405    2.06306
     5645.3833973916    836.479    2.24255
     5645.9606406012    917.070    2.72080
     5646.5379428343    779.744    3.05463
     5647.1153040968    654.904    2.51811
     5647.6927243948    798.923    2.01707
     5648.2702037343    776.632    2.01295
     5648.8477421214    777.657    2.01056
     5649.4253395620    779.169    2.00897
     5650.0029960622    774.915    2.01951
     5650.5807116281    780.770    2.01171
     5651.1584862657    772.954    2.00968
     5651.7363199811    785.690    2.01481
     5652.3142127802    782.942    2.01806
     5652.8921646691    786.689    2.01944
     5653.4701756539    787.818    2.02136
     5654.0482457406    779.641    2.01489
     5654.6263749353    771.574    2.00215
     5655.2045632439    767.384    1.99868
     5655.7828106726    760.195    1.98499
     5656.3611172274    768.104    1.99860
     5656.9394829143    773.329    1.99792
     5657.5179077394    759.334    2.01073
     5658.0963917087    737.158    1.97468
     5658.6749348282    717.188    1.93267
     5659.2535371041    714.407    1.96395
     5659.8321985423    734.016    2.01478
     5660.4109191490    761.264    1.98359
     5660.9896989301    773.562    1.99761
     5661.5685378918    769.493    1.99249
     5662.1474360400    759.502    1.98083
     5662.7263933808    748.381    1.97009
     5663.3054099203    750.310    1.97280
     5663.8844856645    766.543    1.99167
     5664.4636206195    781.516    2.00789
     5665.0428147913    787.851    2.01792
     5665.6220681860    794.811    2.02526
     5666.2013808097    791.586    2.02242
     5666.7807526683    784.995    2.01189
     5667.3601837680    787.236    2.01697
     5667.9396741149    780.641    2.00765
     5668.5192237148    784.645    2.01145
     5669.0988325741    794.117    2.02733
     5669.6785006986    790.883    2.02087
     5670.2582280944    792.053    2.02146
     5670.8380147677    790.183    2.02143
     5671.4178607245    797.238    2.02769
     5671.9977659707    795.691    2.02526
     5672.5777305126    794.937    2.02310
     5673.1577543561    802.119    2.02963
     5673.7378375074    804.149    2.03413
     5674.3179799724    806.498    2.03739
     5674.8981817573    795.073    2.02178
     5675.4784428681    791.183    2.01507
     5676.0587633109    791.746    2.02375
     5676.6391430917    799.521    2.02948
     5677.2195822166    805.391    2.03195
     5677.8000806918    804.523    2.03281
     5678.3806385231    804.464    2.03543
     5678.9612557169    801.474    2.03110
     5679.5419322789    793.222    2.02231
     5680.1226682155    794.307    2.02207
     5680.7034635326    801.560    2.02984
     5681.2843182363    800.196    2.02618
     5681.8652323327    787.601    2.01187
     5682.4462058278    773.377    1.99118
     5683.0272387277    768.638    1.98525
     5683.6083310386    762.070    1.97359
     5684.1894827664    777.196    1.99556
     5684.7706939173    788.992    2.00623
     5685.3519644972    787.334    2.00961
     5685.9332945124    791.989    2.01121
     5686.5146839689    788.445    2.00920
     5687.0961328727    779.767    1.99970
     5687.6776412300    768.377    1.98439
     5688.2592090468    761.759    1.97698
     5688.8408363291    772.190    1.98708
     5689.4225230832    779.777    1.99790
     5690.0042693150    785.101    2.00415
     5690.5860750306    799.916    2.02354
     5691.1679402361    800.959    2.02251
     5691.7498649377    801.638    2.02338
     5692.3318491413    805.992    2.02636
     5692.9138928531    808.512    2.03168
     5693.4959960792    809.916    2.03607
     5694.0781588256    807.156    2.03175
     5694.6603810984    799.686    2.01812
