     5638.4887211103    8.22606E-03    2.34901E-03
     5639.1205159773    2.74758E-03    2.26163E-03
     5639.7523407744    2.67249E-03    2.32868E-03
     5640.3841954708    5.63077E-03    2.33517E-03
     5641.0160800359    1.02666E-02    2.32829E-03
     5641.6479944389    1.12740E-02    2.30340E-03
     5642.2799386492    3.49383E-03    2.21763E-03
     5642.9119126360    9.18641E-03    2.30307E-03
     5643.5439163686    6.72816E-03    2.26501E-03
     5644.1759498164    6.81805E-03    2.35636E-03
     5644.8080129486    1.15465E-03    2.52297E-03
     5645.4401057345    1.12279E-02    2.89879E-03
     5646.0722281435    7.59996E-03    2.89696E-03
     5646.7043801447    5.69314E-03    2.38937E-03
     5647.3365617076    8.93246E-03    2.34832E-03
     5647.9687728014    4.14007E-03    2.22505E-03
     5648.6010133954    5.75031E-03    2.26240E-03
     5649.2332834589    4.38676E-03    2.21270E-03
     5649.8655829612    6.49804E-03    2.24136E-03
     5650.4979118716    4.95756E-03    2.20836E-03
     5651.1302701593    3.07697E-03    2.20080E-03
     5651.7626577938    6.26336E-03    2.23203E-03
     5652.3950747443    6.54468E-03    2.25815E-03
     5653.0275209800    5.11893E-03    2.25134E-03
     5653.6599964703    7.68700E-03    2.27124E-03
     5654.2925011845    6.53078E-03    2.26970E-03
     5654.9250350918    4.97812E-03    2.21798E-03
     5655.5575981617    7.44937E-03    2.30160E-03
     5656.1901903632    5.31242E-03    2.22617E-03
     5656.8228116659    6.63422E-03    2.29668E-03
     5657.4554620389    4.54880E-03    2.24525E-03
     5658.0881414515    3.38584E-03    2.23800E-03
     5658.7208498731    5.46839E-03    2.35998E-03
     5659.3535872729    7.08235E-03    2.49124E-03
     5659.9863536203    4.52779E-03    2.46803E-03
     5660.6191488845    5.23819E-03    2.39895E-03
     5661.2519730349    5.82956E-03    2.36316E-03
     5661.8848260406    7.24067E-03    2.27691E-03
     5662.5177078711    8.15585E-03    2.26641E-03
     5663.1506184957    4.90007E-03    2.27503E-03
     5663.7835578835    8.89577E-03    2.35055E-03
     5664.4165260039    5.99998E-03    2.30265E-03
     5665.0495228263    4.61197E-03    2.29770E-03
     5665.6825483199    6.20642E-03    2.25721E-03
     5666.3156024539    8.13344E-03    2.30424E-03
     5666.9486851978    5.50805E-03    2.25600E-03
     5667.5817965208    7.04873E-03    2.30890E-03
     5668.2149363921    7.42775E-03    2.30972E-03
     5668.8481047812    6.19183E-03    2.34987E-03
     5669.4813016572    3.07782E-03    2.34580E-03
     5670.1145269895    6.33900E-03    2.38265E-03
     5670.7477807474    8.84132E-03    2.37678E-03
     5671.3810629002    1.67055E-03    2.21274E-03
     5672.0143734171    5.70156E-03    2.27909E-03
     5672.6477122675    1.09453E-02    2.36939E-03
     5673.2810794207    7.42050E-03    2.32281E-03
     5673.9144748459    6.32517E-03    2.28843E-03
     5674.5478985125    9.17334E-03    2.35502E-03
     5675.1813503897    7.56911E-03    2.31440E-03
     5675.8148304469    3.89096E-03    2.27880E-03
     5676.4483386533    1.08101E-02    2.37601E-03
     5677.0818749783    6.72699E-03    2.32536E-03
     5677.7154393911    9.05478E-03    2.35661E-03
     5678.3490318610    8.99777E-03    2.33425E-03
     5678.9826523574    5.45475E-03    2.28842E-03
     5679.6163008495    4.26710E-03    2.26641E-03
     5680.2499773066    8.49238E-03    2.33220E-03
     5680.8836816980    4.33429E-03    2.26033E-03
     5681.5174139931    2.50550E-03    2.46496E-03
     5682.1511741610    3.87326E-03    2.28496E-03
     5682.7849621712    5.50558E-03    2.30514E-03
     5683.4187779929    8.26979E-03    2.31503E-03
     5684.0526215954    1.03961E-02    2.40132E-03
     5684.6864929479    5.76826E-03    2.32193E-03
     5685.3203920199    1.13978E-02    2.38446E-03
     5685.9543187805    8.68195E-03    2.35383E-03
     5686.5882731992    6.02356E-03    2.29915E-03
     5687.2222552451    8.26483E-03    2.35181E-03
     5687.8562648876    3.26388E-03    2.27655E-03
     5688.4903020960    1.10590E-02    2.38631E-03
     5689.1243668395    7.08159E-03    2.33610E-03
     5689.7584590875    4.83782E-03    2.31778E-03
     5690.3925788093    6.13039E-03    2.37058E-03
     5691.0267259741    4.64079E-03    2.37199E-03
     5691.6609005513    5.44913E-03    2.38734E-03
     5692.2951025102    5.63691E-03    2.37315E-03
     5692.9293318200    7.17637E-03    2.34812E-03
     5693.5635884500    3.95638E-03    2.28141E-03
     5694.1978723696    7.68391E-03    2.31017E-03
     5694.8321835480    6.97066E-03    2.35304E-03
     5695.4665219546    6.90693E-03    2.35149E-03
     5696.1008875585    8.97941E-03    2.38824E-03
     5696.7352803292    7.05179E-03    2.40930E-03
     5697.3697002360    4.92008E-03    2.36716E-03
     5698.0041472480    7.59508E-03    2.35818E-03
     5698.6386213347    6.74055E-03    2.31358E-03
     5699.2731224653    9.82201E-03    2.35438E-03
     5699.9076506091    1.09137E-02    2.38539E-03
     5700.5422057354    6.23232E-03    2.32002E-03
     5701.1767878135    7.56559E-03    2.34116E-03
     5701.8113968127    4.58038E-03    2.29792E-03
     5702.4460327023    5.83227E-03    2.31935E-03
     5703.0806954515    9.49350E-03    2.39027E-03
     5703.7153850298    5.76279E-03    2.28661E-03
     5704.3501014063    9.69542E-03    2.38165E-03
     5704.9848445505    7.11441E-03    2.33897E-03
     5705.6196144315    5.01235E-03    2.26759E-03
     5706.2544110187    6.13434E-03    2.27975E-03
     5706.8892342813    1.12520E-02    2.36036E-03
     5707.5240841887    7.35311E-03    2.26687E-03
     5708.1589607102    6.19523E-03    2.28787E-03
     5708.7938638150    8.81534E-03    2.30796E-03
     5709.4287934725    9.39621E-03    2.31267E-03
     5710.0637496519    7.72079E-03    2.29761E-03
     5710.6987323226    3.30833E-03    2.25173E-03
     5711.3337414538    1.18117E-02    2.37103E-03
     5711.9687770149    6.44648E-03    2.67898E-03
     5712.6038389751    1.10900E-02    2.78952E-03
     5713.2389273037    7.69531E-03    2.71191E-03
     5713.8740419700    1.14843E-02    2.41552E-03
     5714.5091829434    5.89712E-03    2.27681E-03
     5715.1443501931    6.39605E-03    2.29072E-03
     5715.7795436884    5.75385E-03    2.26913E-03
     5716.4147633987    5.32524E-03    2.28118E-03
     5717.0500092931    6.65303E-03    2.30333E-03
     5717.6852813411    7.34333E-03    2.33988E-03
     5718.3205795118    7.66521E-03    2.32198E-03
     5718.9559037746    6.40697E-03    2.32721E-03
     5719.5912540989    9.61337E-03    2.34297E-03
     5720.2266304538    1.30733E-02    2.40781E-03
     5720.8620328087    5.49062E-03    2.26375E-03
     5721.4974611329    6.24541E-03    2.30832E-03
     5722.1329153957    5.81657E-03    2.32944E-03
     5722.7683955664    7.80068E-03    2.32637E-03
     5723.4039016142    5.90007E-03    2.29899E-03
     5724.0394335085    1.17823E-02    2.77262E-03
