0.965181 1
0.694820 2
0.695364 3
0.548405 4
0.540648 5
0.483642 6
0.352143 7
0.413698 8
0.384280 9
0.382658 10
0.358863 11
0.364450 12
0.313994 13
0.299493 14
0.318817 15
0.264769 16
0.286953 17
0.296395 18
0.268258 19
0.273177 20
0.250421 21
0.276893 22
0.249934 23
0.219877 24
0.245954 25
0.230259 26
0.225789 27
0.251951 28
0.215569 29
0.229516 30
0.221753 31
0.210554 32
0.193082 33
0.189638 34
0.216143 35
0.192458 36
0.209512 37
0.188635 38
0.201141 39
0.202786 40
0.175947 41
0.176730 42
0.171404 43
0.170186 44
0.191886 45
0.168526 46
0.161519 47
0.183533 48
0.171755 49
0.166797 50
0.178921 51
0.176651 52
0.158750 53
0.152644 54
0.166842 55
0.186359 56
0.165283 57
0.145637 58
0.165381 59
0.148922 60
0.137169 61
0.159898 62
0.141230 63
0.153030 64
0.129781 65
0.161539 66
0.167245 67
0.144197 68
0.137831 69
0.145776 70
0.146161 71
0.124729 72
0.148210 73
0.137239 74
0.147324 75
0.145486 76
0.123916 77
0.144602 78
0.138443 79
0.123900 80
0.127669 81
0.124796 82
0.155237 83
0.130979 84
0.115380 85
0.129924 86
0.133650 87
0.119421 88
0.119682 89
0.126420 90
0.106991 91
0.109460 92
0.130218 93
0.123390 94
0.125183 95
0.116771 96
0.118486 97
0.132969 98
0.129203 99
0.130022 100
